Timestamp,BTC Price (USD)
2024-08-20 17:53:58,59229.066656632465
2024-08-20 17:54:29,59297.20133035666
2024-08-20 17:54:59,59297.20133035666
2024-08-20 17:55:29,59304.651489476906
2024-08-20 17:55:59,59304.651489476906
2024-08-20 17:56:30,59304.651489476906
2024-08-20 17:57:00,59304.651489476906
2024-08-20 17:57:33,59304.651489476906
2024-08-20 17:58:03,59266.15953436783
2024-08-20 17:58:33,59266.15953436783
2024-08-20 17:59:06,59324.19732106054
2024-08-20 17:59:36,59324.19732106054
2024-08-20 18:00:06,59324.19732106054
2024-08-20 18:00:37,59310.958667038714
2024-08-20 18:01:07,59310.958667038714
2024-08-20 18:01:37,59298.9327499707
2024-08-20 18:02:07,59298.9327499707
2024-08-20 18:02:38,59298.9327499707
2024-08-20 18:03:08,59336.080743303966
2024-08-20 18:03:38,59336.080743303966
2024-08-20 18:04:08,59336.080743303966
2024-08-20 18:04:39,59336.080743303966
2024-08-20 18:05:09,59343.26055952527
2024-08-20 18:05:39,59343.26055952527
2024-08-20 18:06:09,59342.215713507794
2024-08-20 18:06:40,59349.1925375836
2024-08-20 18:07:10,59349.1925375836
2024-08-20 18:07:40,59349.1925375836
2024-08-20 18:08:10,59497.68905899736
2024-08-20 18:08:40,59497.68905899736
2024-08-20 18:09:11,59525.35834761381
2024-08-20 18:09:41,59525.35834761381
2024-08-20 18:10:11,59525.35834761381
2024-08-20 18:10:42,59525.35834761381
2024-08-20 18:11:12,59506.003793483804
2024-08-20 18:11:43,59506.003793483804
2024-08-20 18:12:13,59506.003793483804
2024-08-20 18:12:43,59493.15165526062
2024-08-20 18:13:13,59493.15165526062
2024-08-20 18:13:44,59493.15165526062
2024-08-20 18:14:14,59468.314143185526
2024-08-20 18:14:44,59429.61595314195
2024-08-20 18:15:14,59429.61595314195
2024-08-20 18:15:44,59429.61595314195
2024-08-20 18:16:15,59429.61595314195
2024-08-20 18:16:45,59429.61595314195
2024-08-20 18:17:15,59443.260541752825
2024-08-20 18:17:45,59439.11623637285
2024-08-20 18:18:16,59389.20143537186
2024-08-20 18:18:46,59389.20143537186
2024-08-20 18:19:16,59389.20143537186
2024-08-20 18:19:46,59402.67362339492
2024-08-20 18:20:17,59402.67362339492
2024-08-20 18:20:47,59402.67362339492
2024-08-20 18:21:17,59402.67362339492
2024-08-20 18:21:48,59409.88915421874
2024-08-20 18:22:18,59409.88915421874
2024-08-20 18:22:48,59409.88915421874
2024-08-20 18:23:18,59422.2856232345
2024-08-20 18:23:50,59422.2856232345
2024-08-20 18:24:20,59422.2856232345
2024-08-20 18:24:51,59425.56986194323
2024-08-20 18:25:21,59425.56986194323
2024-08-20 18:25:51,59459.648007458236
2024-08-20 18:26:22,59459.648007458236
2024-08-20 18:26:52,59458.03131815176
2024-08-20 18:27:22,59458.03131815176
2024-08-20 18:27:52,59458.03131815176
2024-08-20 18:28:23,59458.03131815176
2024-08-20 18:28:53,59452.54525927263
2024-08-20 18:29:23,59433.35176675906
2024-08-20 18:29:55,59433.35176675906
2024-08-20 18:30:26,59407.91374495619
2024-08-20 18:30:56,59407.91374495619
2024-08-20 18:31:26,59407.91374495619
2024-08-20 18:31:56,59389.46728399121
2024-08-20 18:32:27,59389.46728399121
2024-08-20 18:32:57,59389.46728399121
2024-08-20 18:33:27,59377.69288404085
2024-08-20 18:33:57,59377.69288404085
2024-08-20 18:34:28,59377.69288404085
2024-08-20 18:34:58,59377.69288404085
2024-08-20 18:35:28,59371.15690729474
2024-08-20 18:35:58,59339.67049951121
2024-08-20 18:36:29,59339.67049951121
2024-08-20 18:36:59,59353.882866120555
2024-08-20 18:37:29,59353.882866120555
2024-08-20 18:37:59,59341.247141208805
2024-08-20 18:38:30,59341.247141208805
2024-08-20 18:39:00,59352.08966528164
2024-08-20 18:39:30,59352.08966528164
2024-08-20 18:40:00,59352.08966528164
2024-08-20 18:40:30,59352.08966528164
2024-08-20 18:41:01,59357.30747720191
2024-08-20 18:41:31,59357.30747720191
2024-08-20 18:42:01,59357.30747720191
2024-08-20 18:42:32,59357.30747720191
2024-08-20 18:43:02,59357.30747720191
2024-08-20 18:43:32,59321.088536667834
2024-08-20 18:44:02,59329.26654107371
2024-08-20 18:44:33,59329.26654107371
2024-08-20 18:45:03,59329.26654107371
2024-08-20 18:45:33,59340.30294677451
2024-08-20 18:46:03,59340.30294677451
2024-08-20 18:46:33,59340.30294677451
2024-08-20 18:47:04,59329.867314819065
2024-08-20 18:47:34,59329.867314819065
2024-08-20 18:48:04,59329.867314819065
2024-08-20 18:48:34,59329.867314819065
2024-08-20 18:49:05,59324.17266171541
2024-08-20 18:49:35,59311.399706783704
2024-08-20 18:50:05,59311.399706783704
2024-08-20 18:50:35,59311.399706783704
2024-08-20 18:51:06,59348.79597754366
2024-08-20 18:51:39,59348.79597754366
2024-08-20 18:52:09,59348.79597754366
2024-08-20 18:52:40,59373.26865401655
2024-08-20 18:53:10,59373.26865401655
2024-08-20 18:53:40,59373.26865401655
2024-08-20 18:54:10,59373.26865401655
2024-08-20 18:54:41,59346.478820920216
2024-08-20 18:55:11,59356.88404196128
2024-08-20 18:55:41,59356.88404196128
2024-08-20 18:56:11,59359.135890128666
2024-08-20 18:56:41,59359.135890128666
2024-08-20 18:57:12,59359.135890128666
2024-08-20 18:57:42,59358.109752522665
2024-08-20 18:58:12,59358.109752522665
2024-08-20 18:58:43,59358.109752522665
2024-08-20 18:59:13,59367.61932213655
2024-08-20 18:59:43,59367.61932213655
2024-08-20 19:00:13,59367.61932213655
2024-08-20 19:00:44,59367.61932213655
2024-08-20 19:01:14,59351.752861152134
2024-08-20 19:01:44,59351.752861152134
2024-08-20 19:02:14,59360.31211257906
2024-08-20 19:02:45,59342.849644584705
2024-08-20 19:03:15,59342.849644584705
2024-08-20 19:03:45,59342.849644584705
2024-08-20 19:04:15,59342.849644584705
2024-08-20 19:04:46,59342.849644584705
2024-08-20 19:05:16,59356.01405404611
2024-08-20 19:05:46,59356.01405404611
2024-08-20 19:06:17,59367.3395499834
2024-08-20 19:06:47,59367.3395499834
2024-08-20 19:07:17,59382.58315260045
2024-08-20 19:07:47,59375.16517770883
2024-08-20 19:08:18,59375.16517770883
2024-08-20 19:08:48,59375.16517770883
2024-08-20 19:09:18,59370.61109752612
2024-08-20 19:09:48,59370.61109752612
2024-08-20 19:10:19,59370.61109752612
2024-08-20 19:10:49,59370.61109752612
2024-08-20 19:11:19,59382.29229259454
2024-08-20 19:11:49,59382.29229259454
2024-08-20 19:12:20,59382.29229259454
2024-08-20 19:12:50,59382.29229259454
2024-08-20 19:13:20,59324.513810142074
2024-08-20 19:13:50,59324.513810142074
2024-08-20 19:14:21,59291.66661831881
2024-08-20 19:14:51,59298.684853514045
2024-08-20 19:15:21,59298.684853514045
2024-08-20 19:15:51,59298.684853514045
2024-08-20 19:16:22,59298.684853514045
2024-08-20 19:16:52,59298.684853514045
2024-08-20 19:17:22,59298.94318058314
2024-08-20 19:17:52,59286.62647049746
2024-08-20 19:18:23,59244.17474383922
2024-08-20 19:18:53,59244.17474383922
2024-08-20 19:19:23,59237.03564803267